title,url,price,email,posting_id,location,date,housing
""" LOOK "" Lakewood Home For Sale Gorgeous",http://cleveland.craigslist.org/apa/4955621632.html,$800,nzwtw-4955621632@hous.craigslist.org,4955621632, (Lakewood),2015-03-30 09:01,/ 2br - 
"close to case, clinic, and roxboro",http://cleveland.craigslist.org/apa/4931742070.html,$1350,g94cm-4931742070@hous.craigslist.org,4931742070, (Cleveland Heights),2015-03-30 09:08,/ 4br - 1500ft
Two Bedroom for rent,http://cleveland.craigslist.org/apa/4942301598.html,$550,wjhpk-4942301598@hous.craigslist.org,4942301598, (Cleveland),2015-03-30 09:08,/ 2br - 850ft
*STOP* 4 Bed - 2 Bath Cape Cod *STOP*,http://cleveland.craigslist.org/apa/4955630619.html,$1200,fds2z-4955630619@hous.craigslist.org,4955630619, (Euclid),2015-03-30 09:09,/ 4br - 1918ft
Spring Has Sprung!!!,http://cleveland.craigslist.org/apa/4927408415.html,$599,kpf5v-4927408415@hous.craigslist.org,4927408415, (Eastlake),2015-03-30 09:11,/ 1br - 576ft
STUNNING STONEBRIDGE CONDO FOR RENT,http://cleveland.craigslist.org/apa/4919693961.html,$1600,qrjs4-4919693961@hous.craigslist.org,4919693961, (downtown cleveland),2015-03-30 09:13,/ 2br - 1200ft
Big residence. Make it your own with lease to own.,http://cleveland.craigslist.org/apa/4916011442.html,$1070,tsv8q-4916011442@hous.craigslist.org,4916011442, (North Royalton),2015-03-30 09:13,/ 3br - 1362ft
Great location and ready to move in! Liberty Circle!,http://cleveland.craigslist.org/apa/4955628650.html,$520,pcfsx-4955628650@hous.craigslist.org,4955628650, (Lorain),2015-03-30 09:14,/ 1br - 575ft
"Great condition & great location, spacious, beautiful 2nd floor apt.",http://cleveland.craigslist.org/apa/4955627754.html,$530,w62tb-4955627754@hous.craigslist.org,4955627754, (Lorain),2015-03-30 09:14,/ 1br - 575ft
Home for rent,http://cleveland.craigslist.org/apa/4955635994.html,$925,xc29p-4955635994@hous.craigslist.org,4955635994, (Maple Hts),2015-03-30 09:14,/ 3br - 1150ft
Open house today! Must see this beautiful top floor apt. w/ balcony!,http://cleveland.craigslist.org/apa/4955630127.html,$640,q83bz-4955630127@hous.craigslist.org,4955630127, (Elyria),2015-03-30 09:16,/ 2br - 860ft
Oakwood Apartments Has Limited Availability. Call Today To Tour!,http://cleveland.craigslist.org/apa/4955638975.html,,z5wv2-4955638975@hous.craigslist.org,4955638975," (Olmsted Township, Ohio)",2015-03-30 09:17,2br - 
Elyria Large 1 Bdrm. w/Appliances $425/mo + Electric,http://cleveland.craigslist.org/apa/4955630576.html,$425,6vh8v-4955630576@hous.craigslist.org,4955630576, (178 Brunswick Drive),2015-03-30 09:17,/ 1br - 700ft
Settlers Landing 2 bedroom 2 bath private entry,http://cleveland.craigslist.org/apa/4955627934.html,$1085,mtrvv-4955627934@hous.craigslist.org,4955627934," (Streetsboro,Aurora,Twinsburg)",2015-03-30 09:19,/ 2br - 1211ft
"Open house today! Bright, sunny apartment w/ balcony!",http://cleveland.craigslist.org/apa/4955632676.html,$630,rpqtt-4955632676@hous.craigslist.org,4955632676, (Elyria),2015-03-30 09:19,/ 2br - 860ft
"Open today!Super clean, spacious, lots of closets, huge private patio!",http://cleveland.craigslist.org/apa/4955627027.html,$545,4nfsr-4955627027@hous.craigslist.org,4955627027, (Elyria),2015-03-30 09:23,/ 1br - 620ft
2 Bdrm Coming Available in Mid-April,http://cleveland.craigslist.org/apa/4923782154.html,$600,xkq8c-4923782154@hous.craigslist.org,4923782154, (Elyria),2015-03-30 09:23,/ 2br - 
1 Bdrms Currently Available!,http://cleveland.craigslist.org/apa/4923781689.html,$550,zbdc7-4923781689@hous.craigslist.org,4923781689, (Elyria),2015-03-30 09:23,/ 1br - 
Fabulous 3bd 2bth magnificent finished basement,http://cleveland.craigslist.org/apa/4955557406.html,$1025,gcm5d-4955557406@hous.craigslist.org,4955557406, (North Olmsted),2015-03-30 09:24,/ 3br - 1582ft
Coming Available In April - 2 Bdrms,http://cleveland.craigslist.org/apa/4923781415.html,$600,sppww-4923781415@hous.craigslist.org,4923781415, (Elyria),2015-03-30 09:25,/ 2br - 
Puritas Longmead family friendly 4 bedrooms 2 bth recent Bungalow,http://cleveland.craigslist.org/apa/4955572735.html,$810,7k7cg-4955572735@hous.craigslist.org,4955572735, (Puritas Longmead),2015-03-30 09:25,/ 5br - 1333ft
KAMDEN VILLAGE OFFERS ONE & TWO BEDROOM APARTMENTS,http://cleveland.craigslist.org/apa/4955650014.html,$529,vnkcg-4955650014@hous.craigslist.org,4955650014, (CLEVELAND),2015-03-30 09:26,/ 1br - 
Carport Space Included! Spacious 2 Bedroom 1 Bath! Top Floor!,http://cleveland.craigslist.org/apa/4955650195.html,$710,nnh4v-4955650195@hous.craigslist.org,4955650195, (Warrensville Heights),2015-03-30 09:27,/ 2br - 840ft
CANTERBURY COURT OFFERS ONE & TWO BEDROOM APARTMENTS!,http://cleveland.craigslist.org/apa/4955650429.html,$530,qrbsw-4955650429@hous.craigslist.org,4955650429, (CLEVELAND),2015-03-30 09:27,/ 1br - 
KAMDEN VILLAGE OFFERS ONE & TWO BEDROOM APARTMENTS,http://cleveland.craigslist.org/apa/4955650933.html,$529,b3psc-4955650933@hous.craigslist.org,4955650933, (CLEVELAND),2015-03-30 09:27,/ 1br - 
Single Story Apt. Available - Ask for Special,http://cleveland.craigslist.org/apa/4955645242.html,$1395,liverpoolfields@byredwood.com,4955645242," (Marks Road, Near Rt. 303)",2015-03-30 09:27,/ 2br - 1300ft
KAMDEN VILLAGE OFFERS ONE & TWO BEDROOM APARTMENTS,http://cleveland.craigslist.org/apa/4955651687.html,$529,6p8vp-4955651687@hous.craigslist.org,4955651687, (CLEVELAND),2015-03-30 09:28,/ 1br - 
"Carports Available, Balcony, Near I-271 and I-480",http://cleveland.craigslist.org/apa/4955652409.html,$919,adismond@wmapts.com,4955652409," (5999 Bear Creek Drive Bedford Heights, OH 44146)",2015-03-30 09:28,/ 3br - 1000ft
"Quiet, Comfortable and Convenient Living- 1 BR Apartment!",http://cleveland.craigslist.org/apa/4955634337.html,$574,k7spr-4955634337@hous.craigslist.org,4955634337, (euclid ohio),2015-03-30 09:29,/ 1br - 586ft
3 Bedroom 3 Bath Condo,http://cleveland.craigslist.org/apa/4936193958.html,$1200,3gckv-4936193958@hous.craigslist.org,4936193958, (Painesville),2015-03-30 09:29,/ 3br - 1900ft
Spacious 2 BR Apartment in Newly Renovated Building! SPECIALS!!,http://cleveland.craigslist.org/apa/4955654709.html,$695,m4svs-4955654709@hous.craigslist.org,4955654709, (Warrensville Heights),2015-03-30 09:30,/ 2br - 882ft
LEE HARVARD BRICK COLONIAL,http://cleveland.craigslist.org/apa/4923898013.html,$675,fvg4r-4923898013@hous.craigslist.org,4923898013, (Throckley),2015-03-30 09:30,/ 3br - 1339ft
Beautiful 2 bedroom near the heart of Chardon,http://cleveland.craigslist.org/apa/4941223526.html,$825,gn4wf-4941223526@hous.craigslist.org,4941223526, (chardon),2015-03-30 09:31,/ 2br - 
"2 Bedroom 1.5 Bath Townhome Will Not Last, Come Reserve Yours Today!!!",http://cleveland.craigslist.org/apa/4955644482.html,$750,wbc2b-4955644482@hous.craigslist.org,4955644482, (Warrensville Heights),2015-03-30 09:32,/ 2br - 1054ft
"2BDRMS UP HEATED3RD,SHOWING APRIL 5TH@ 1PM",http://cleveland.craigslist.org/apa/4926495518.html,$650,carlton3234@att.net,4926495518, (Villaview),2015-03-30 09:33,/ 2br - 
"Spacious, Clean 2BR/1BA",http://cleveland.craigslist.org/apa/4927220988.html,$699,6dkgz-4927220988@hous.craigslist.org,4927220988, (Eastlake),2015-03-30 09:33,/ 2br - 
3 Bedroom Townhome Available NOW! This Will Not Last!!!,http://cleveland.craigslist.org/apa/4955642035.html,$811,hftxk-4955642035@hous.craigslist.org,4955642035, (Warrensville Heights),2015-03-30 09:34,/ 3br - 1190ft
"Cable Ready, Over Sized Closets, Public Transportation",http://cleveland.craigslist.org/apa/4945000076.html,$634,gb6rw-4945000076@hous.craigslist.org,4945000076, (Bedford Heights),2015-03-30 09:34,/ 2br - 800ft
3 Bedroom 1 1/2 Bath Condo at Bayridge,http://cleveland.craigslist.org/apa/4940735157.html,$925,DLDN4@roadrunner.com,4940735157, (Willowick),2015-03-30 09:34,/ 3br - 1200ft
4 bedroom/2 bathrooms recently painted,http://cleveland.craigslist.org/apa/4949277053.html,$925,chtwm-4949277053@hous.craigslist.org,4949277053, (Cleveland),2015-03-30 09:35,/ 4br - 1526ft
"A hop, skip, and a jump from downtown",http://cleveland.craigslist.org/apa/4955661260.html,$595,,4955661260,,2015-03-30 09:35,/ 1br - 
"3 Bedroom Duplex Close to Parks, Shopping and Dining",http://cleveland.craigslist.org/apa/4955662149.html,$525,,4955662149,,2015-03-30 09:36,/ 3br - 
Nice small apartm. for rent - Old Brooklyn,http://cleveland.craigslist.org/apa/4930061660.html,$450,gf37m-4930061660@hous.craigslist.org,4930061660, (Cleveland),2015-03-30 09:36,/ 1br - 
Minutes from Oberlin College.,http://cleveland.craigslist.org/apa/4955662665.html,$525,9v5kc-4955662665@hous.craigslist.org,4955662665,,2015-03-30 09:36,/ 2br - 
MARCH INTO WILLOUGHBY HILLS TOWERS FOR THE BEST DEAL ON 2 BEDROOM APTS,http://cleveland.craigslist.org/apa/4925536056.html,$730,mjvsw-4925536056@hous.craigslist.org,4925536056," (Willoughby, Willoughby Hills, Wickliffe, Mayfield, Euclid, M)",2015-03-30 09:38,/ 2br - 1000ft
SPRING INTO ACTION! LOWEST PRICE AROUND FOR A 2 BEDROOM 2 BATH.,http://cleveland.craigslist.org/apa/4923812045.html,$730,4bgpj-4923812045@hous.craigslist.org,4923812045," (Richmond Heights, Willoughby Hills, Willowick, Wickliffe, Me)",2015-03-30 09:38,/ 2br - 1000ft
Clev Hts - Nela Park - Univ Circle,http://cleveland.craigslist.org/apa/4943708535.html,$675,936zm-4943708535@hous.craigslist.org,4943708535, (Cleveland Heights),2015-03-30 09:39,/ 2br - 950ft
North Creek Villas Condos 2 Bedroom,http://cleveland.craigslist.org/apa/4955666590.html,$1050,qvn9v-4955666590@hous.craigslist.org,4955666590, (Painesville),2015-03-30 09:39,/ 2br - 1500ft
"ATTN CASE, CLINIC, UH! SINGLE FAMILY",http://cleveland.craigslist.org/apa/4938319102.html,$1250,rfvmk-4938319102@hous.craigslist.org,4938319102, (cleveland heights),2015-03-30 09:40,/ 3br - 1500ft
CLEV. CLINIC & UNIV. Hospitals - CWRU - CSU,http://cleveland.craigslist.org/apa/4923744172.html,$700,zcbsv-4923744172@hous.craigslist.org,4923744172, (Cleveland Heights),2015-03-30 09:40,/ 1br - 475ft
REMODELED ONE AND TWO BEDROOM SUITES FOR RENT IN ELYRIA,http://cleveland.craigslist.org/apa/4955667334.html,$440,fjd7d-4955667334@hous.craigslist.org,4955667334," (ELYRIA, OHIO)",2015-03-30 09:40,/ 1br - 
MARCH MADNESS! $99 DEPOSIT! $730 2 BEDROOM/2 BATH! ENDS 3/31,http://cleveland.craigslist.org/apa/4948305114.html,$730,vrtxs-4948305114@hous.craigslist.org,4948305114," (Mentor, Willoughby Hills, Eastlake, Willowick, Mayfield)",2015-03-30 09:40,/ 2br - 1000ft
BEST DEAL AROUND! $715 a month for a 2 Bedroom apartment! $99 deposit!,http://cleveland.craigslist.org/apa/4925434244.html,$715,qb3rk-4925434244@hous.craigslist.org,4925434244," (Willoughby, Willoughby Hills, Wickliffe, Mayfield, Euclid, P)",2015-03-30 09:41,/ 2br - 1000ft
LARGEST 2 BEDROOMS AT LOWEST PRICE! CALL TODAY FOR MORE DETAILS!,http://cleveland.craigslist.org/apa/4948282875.html,$715,hptbp-4948282875@hous.craigslist.org,4948282875," (Willoughby, Willoughby Hills, Mentor, Euclid, Mayfield, East)",2015-03-30 09:42,/ 2br - 1000ft
"MARCH MADNESS! $715/month, $99 deposits. Call today, limited time only",http://cleveland.craigslist.org/apa/4918244396.html,$715,gxt2h-4918244396@hous.craigslist.org,4918244396," (Willoughby, Willoughby Hills, Wickliffe, Eastlake, Euclid,)",2015-03-30 09:42,/ 2br - 1000ft
MARCH MADNESS! $99 DEPOSIT! $730 2 BEDROOM/2 BATH! ENDS 3/31,http://cleveland.craigslist.org/apa/4934612824.html,$730,q86n3-4934612824@hous.craigslist.org,4934612824," (Eastlake, Willoughby Hills, Wickliffe, Mayfield, Euclid, M)",2015-03-30 09:42,/ 2br - 1000ft
DON'T MISS OUT ON OUR 2X1 - $715.00 & $99.00 DEPOSIT!,http://cleveland.craigslist.org/apa/4935964614.html,$715,qjcg8-4935964614@hous.craigslist.org,4935964614," (Willowick, Willoughby Hills, Eastlake, Wickliffe, Cleveland)",2015-03-30 09:42,/ 2br - 1000ft
"ST. PATRICK'S WEEK SPECIAL! $730/month, $99 deposit! Call today!",http://cleveland.craigslist.org/apa/4925428956.html,$730,jpqbj-4925428956@hous.craigslist.org,4925428956," (Lyndhurst, Willoughby Hills, Eastlake, Mayfield, Cleveland,)",2015-03-30 09:42,/ 2br - 1000ft
Large two bedroom,http://cleveland.craigslist.org/apa/4923009864.html,$525,4bfwp-4923009864@hous.craigslist.org,4923009864," (Lorain, OH)",2015-03-30 09:42,/ 2br - 
MARCH MADNESS! $99 DEPOSIT! $730 2 BEDROOM/2 BATH! ENDS 3/31,http://cleveland.craigslist.org/apa/4926891205.html,$730,cmqbw-4926891205@hous.craigslist.org,4926891205," (Willoughby, Willoughby Hills, Willowick, Mayfield, Euclid, M)",2015-03-30 09:42,/ 2br - 1000ft
ONE AND TWO BEDROOM REMODELED SUITES FOR RENT IN ELYRIA,http://cleveland.craigslist.org/apa/4955665661.html,$450,9qzsd-4955665661@hous.craigslist.org,4955665661," (ELYRIA, OHIO)",2015-03-30 09:44,/ 1br - 
"LIMITED TIME SPECIAL! $715 for a 2 bedroom apartment, $99 deposits!",http://cleveland.craigslist.org/apa/4923817884.html,$715,bzptk-4923817884@hous.craigslist.org,4923817884," (Euclid, Willoughby Hills, Eastlake, Richmond Hts, Willoughby)",2015-03-30 09:44,/ 2br - 1000ft
"MARCH MADNESS! $715/month, $99 deposits. Call today, limited time only",http://cleveland.craigslist.org/apa/4946885497.html,$715,,4946885497," (Mentor, Willoughby, Willoughby Hills, Wickliffe, Mento)",2015-03-30 09:44,/ 2br - 1000ft
MARCH INTO WILLOUGHBY HILLS TOWERS FOR THE BEST DEAL ON 2 BEDROOM APTS,http://cleveland.craigslist.org/apa/4923829637.html,$715,gcbdr-4923829637@hous.craigslist.org,4923829637," (Willoughby, Willoughby Hills, Wickliffe, Mayfield, Euclid, M)",2015-03-30 09:44,/ 2br - 1000ft
Single Story Apt. Available Immediately - Ask fot Specials,http://cleveland.craigslist.org/apa/4955673514.html,$1275,trailsofmontville@redwoodmanagement.net,4955673514, (4980 Green Ash Trail),2015-03-30 09:45,/ 2br - 1200ft
REMODELED ONE AND TWO BEDROOM SUITES FOR RENT IN ELYRIA,http://cleveland.craigslist.org/apa/4955661087.html,$440,p6vqc-4955661087@hous.craigslist.org,4955661087," (ELYRIA, OHIO)",2015-03-30 09:45,/ 1br - 
i have a great looking 3-4 bedroom,http://cleveland.craigslist.org/apa/4945357791.html,$950,6vfwn-4945357791@hous.craigslist.org,4945357791, (cleveland heights),2015-03-30 09:53,/ 3br - 
five bedroom duplex,http://cleveland.craigslist.org/apa/4945365962.html,$1000,xg6zw-4945365962@hous.craigslist.org,4945365962, (cleveland heights),2015-03-30 09:53,/ 5br - 
*AMAZING SPECIAL FOR A LIMITED TIME* $99 SECURITY DEPOSIT,http://cleveland.craigslist.org/apa/4936209436.html,$730,q3rn7-4936209436@hous.craigslist.org,4936209436," (Wickliffe, Lakewood, Willoughby, Mayfield, Euclid)",2015-03-30 09:53,/ 2br - 1000ft
Rates change April 1! Apply before March 31! 1 Bedroom $611,http://cleveland.craigslist.org/apa/4937477484.html,$611,x4zb4-4937477484@hous.craigslist.org,4937477484, (23951 Lakeshore Blvd.),2015-03-30 09:54,/ 1br - 650ft
"Granite Countertops, In-Suite Washer/Dryer, $199 Security Deposit",http://cleveland.craigslist.org/apa/4955687937.html,$1295,rgf49-4955687937@hous.craigslist.org,4955687937," (Solon, Aurora, Bedford, Bainbridge)",2015-03-30 09:55,/ 2br - 1100ft
Rates change April 1! Lease before March 31! 2 Bedroom $761,http://cleveland.craigslist.org/apa/4937489967.html,$761,r5kpr-4937489967@hous.craigslist.org,4937489967, (23951 Lakeshore Blvd.),2015-03-30 09:56,/ 2br - 850ft
"BEST SQUARE FOOTAGE, RENT, AND DEPOSIT! CALL TODAY FOR AN APPOINTMENT!",http://cleveland.craigslist.org/apa/4925443288.html,$715,gfm3p-4925443288@hous.craigslist.org,4925443288," (Cleveland, Willoughby Hills, Beachwood, Mayfield, Euclid, M)",2015-03-30 10:00,/ 2br - 1000ft
Available Now (1680),http://cleveland.craigslist.org/apa/4918657968.html,$599,,4918657968, (Lorain),2015-03-30 10:01,/ 2br - 742ft
Spring into a new Townhome!,http://cleveland.craigslist.org/apa/4955686045.html,$990,8kfnm-4955686045@hous.craigslist.org,4955686045, (Westlake),2015-03-30 10:02,/ 2br - 1000ft
Broadview Gardens 1 & 2 Bedroom Apts,http://cleveland.craigslist.org/apa/4955699056.html,$550,hbdnn-4955699056@hous.craigslist.org,4955699056, (Old Brooklyn (Brookpark & Broadview)),2015-03-30 10:03,/ 2br - 600ft
Fantastic Specials on Single Story Apartment Available!!!,http://cleveland.craigslist.org/apa/4955675620.html,$1275,fxvzf-4955675620@hous.craigslist.org,4955675620, (North Ridgeville),2015-03-30 10:06,/ 2br - 1294ft
3 bedroom home in Gilchrist Beach Club,http://cleveland.craigslist.org/apa/4955688625.html,$900,bqctp-4955688625@hous.craigslist.org,4955688625, (120 Eastbrook Drive),2015-03-30 10:07,/ 3br - 
Broadview Gardens 1 & 2 Bedroom Apts,http://cleveland.craigslist.org/apa/4931514905.html,$490,gt7gb-4931514905@hous.craigslist.org,4931514905, (Old Brooklyn (Brookpark & Broadview)),2015-03-30 10:09,/ 1br - 500ft
☛☛ STAY WARM IN THIS HOT NEW HOUSE ☚ ☚,http://cleveland.craigslist.org/apa/4934945566.html,$1045,qq3wr-4934945566@hous.craigslist.org,4934945566, (EUCLID),2015-03-30 10:09,/ 3br - 1577ft
�� �� �� LEE MILES AREA AFFORDABLE RANCH W/ LARGE BASEMENT�� ,http://cleveland.craigslist.org/apa/4939384360.html,$700,gxtnv-4939384360@hous.craigslist.org,4939384360, (cleveland),2015-03-30 10:11,/ 3br - 1067ft
LARGE 3 BEDROOM WITH TWO FULL BATHS! 1/2 OFF DEPOSIT SPECIAL! !,http://cleveland.craigslist.org/apa/4918148086.html,$575,xbtxh-4918148086@hous.craigslist.org,4918148086, (Lorain),2015-03-30 10:12,/ 3br - 1000ft
"Avail 5/1, CWRU, Hospitals, Sunroom + 2 Bedrms, Oak floors, Still-19",http://cleveland.craigslist.org/apa/4924053546.html,$775,qqdnt-4924053546@hous.craigslist.org,4924053546, (cleveland heights),2015-03-30 10:13,/ 2br - 
Ready to Move In 1-2 Bedroom Apartments,http://cleveland.craigslist.org/apa/4955716149.html,$400,,4955716149, (890 East 76th Street),2015-03-30 10:15,/ 2br - 
Keyway Moving Service,http://cleveland.craigslist.org/apa/4952712881.html,$275,rhzwk-4952712881@hous.craigslist.org,4952712881, (Cleveland heights),2015-03-30 10:15,/ 3br - 
"One bedroom with Den! Woof, woof...Pets Welcome!",http://cleveland.craigslist.org/apa/4955680394.html,$995,dkzb2-4955680394@hous.craigslist.org,4955680394, (Westlake),2015-03-30 10:16,/ 1br - 841ft
CONDO FOR RENT,http://cleveland.craigslist.org/apa/4955722070.html,$775,jjh4t-4955722070@hous.craigslist.org,4955722070, (North Olmsted),2015-03-30 10:18,/ 2br - 
Tremont Single Fam on Professor Ave - 3/4 bdrm,http://cleveland.craigslist.org/apa/4945517049.html,$1195,kcbzz-4945517049@hous.craigslist.org,4945517049," (Tremont, Cleveland, Professor Ave.)",2015-03-30 10:19,/ 3br - 1500ft
FOUR SEASONS 4 NOW LEASING,http://cleveland.craigslist.org/apa/4913914597.html,$2400,tkpvv-4913914597@hous.craigslist.org,4913914597," (Beachwood,Lyndhurst,Shaker Heights,Pepper Pike)",2015-03-30 10:21,/ 2br - 1470ft
2br from 600 3 br from 850! One Month Free!!,http://cleveland.craigslist.org/apa/4955715224.html,$660,bqpnz-4955715224@hous.craigslist.org,4955715224," (Elyria, Ohio)",2015-03-30 10:22,/ 2br - 
FABULOUS NEW 3 BR 2.5 BATH SUITE,http://cleveland.craigslist.org/apa/4913913628.html,$3100,,4913913628," (Beachwood, Lyndhurst, Pepper Pike)",2015-03-30 10:22,/ 3br - 1862ft
2 BR 2 BATH with FIREPLACE,http://cleveland.craigslist.org/apa/4915502483.html,$2425,knmsw-4915502483@hous.craigslist.org,4915502483," (Beachwood,Lyndhurst, Orange,Pepper Pike)",2015-03-30 10:23,/ 2br - 1392ft
The Vue in Beachwood NOW OPEN 1 Bedroom with POOLVIEW,http://cleveland.craigslist.org/apa/4927281702.html,$1530,qrfrs-4927281702@hous.craigslist.org,4927281702, (23220 Chagrin Blvd #187),2015-03-30 10:28,/ 1br - 727ft
"2 BR, 1 BA newly updated penthouse suite!",http://cleveland.craigslist.org/apa/4948411552.html,$750,jxvbq-4948411552@hous.craigslist.org,4948411552, (Parma Heights),2015-03-30 10:30,/ 2br - 
!Open house today! Country atmosphere close to highways! Available now,http://cleveland.craigslist.org/apa/4955725844.html,$630,t3kwt-4955725844@hous.craigslist.org,4955725844, (Elyria),2015-03-30 10:30,/ 2br - 860ft
"4 bedroom, 2.5 baths, 2 car Gar. on Rustic Hills Golf Course",http://cleveland.craigslist.org/apa/4930189684.html,$1800,vqjqw-4930189684@hous.craigslist.org,4930189684," (5353 River Styx, Medina)",2015-03-30 10:30,/ 4br - 2340ft
Act quickly - Three bed room - Rent to Own,http://cleveland.craigslist.org/apa/4955650522.html,$750,vcdvs-4955650522@hous.craigslist.org,4955650522, (Cleveland),2015-03-30 10:30,/ 3br - 2166ft
3+BD/1.5BA Medina Home ready for move in!,http://cleveland.craigslist.org/apa/4930191074.html,$1500,ppqzf-4930191074@hous.craigslist.org,4930191074, (708 Weymouth),2015-03-30 10:30,/ 3br - 1700ft
"Great condition & great location, spacious, beautiful 2nd floor apt.",http://cleveland.craigslist.org/apa/4955730935.html,$530,tshbb-4955730935@hous.craigslist.org,4955730935, (Lorain),2015-03-30 10:30,/ 1br - 575ft
1 Bedroom 1 bath in Chippewa Lake,http://cleveland.craigslist.org/apa/4930227308.html,$700,bcgbm-4930227308@hous.craigslist.org,4930227308," (81 Lakefield Lane, Chippewa Lake)",2015-03-30 10:30,/ 1br - 768ft
"2 Bedroom Apt., Totally Remodeled!",http://cleveland.craigslist.org/apa/4930282165.html,$800,kkhsm-4930282165@hous.craigslist.org,4930282165," (7485 Lake Road, Chippewa Lake, OH)",2015-03-30 10:30,/ 2br - 
1 & 2 Bedroom apartments avail. in Lodi (by Post Office),http://cleveland.craigslist.org/apa/4937854195.html,$450,z8qvw-4937854195@hous.craigslist.org,4937854195," (145 Harris Street, Lodi OH)",2015-03-30 10:30,/ 1br - 
Immediate 2 Bedroom Apartment! One Month Free $600,http://cleveland.craigslist.org/apa/4955714281.html,$550,3z4m5-4955714281@hous.craigslist.org,4955714281," (Elyria, Ohio)",2015-03-30 10:30,/ 2br - 
Beautifully restored 1835 Century home -walk to Gates Mills Square,http://cleveland.craigslist.org/apa/4949899704.html,$4500,sczrd-4949899704@hous.craigslist.org,4949899704," (1220 Chagrin River Road, Gates Mills)",2015-03-30 10:30,/ 5br - 3765ft
GET COMFORTABLE IN YOUR NEW HOME TODAY!!!,http://cleveland.craigslist.org/apa/4926922540.html,$779,7smzf-4926922540@hous.craigslist.org,4926922540, (BEDFORD/SOLON/TWINSBURG),2015-03-30 10:30,/ 2br - 840ft
GET COMFORTABLE IN YOUR NEW HOME TODAY!!!,http://cleveland.craigslist.org/apa/4935856969.html,$779,gqnbw-4935856969@hous.craigslist.org,4935856969, (BEDFORD/SOLON/TWINSBURG),2015-03-30 10:31,/ 2br - 840ft
Ready to move in! Our best priced apartment at Liberty Circle!,http://cleveland.craigslist.org/apa/4955729343.html,$520,wvv9v-4955729343@hous.craigslist.org,4955729343, (Lorain),2015-03-30 10:31,/ 1br - 575ft
BEDFORD/TWINSBURG/SOLON LIVING AT IT'S FINEST!!!,http://cleveland.craigslist.org/apa/4935854583.html,$791,h3ss2-4935854583@hous.craigslist.org,4935854583," (Bedford Heights, Solon, Twinsburg)",2015-03-30 10:31,/ 2br - 840ft
"Open today!Super clean, spacious, lots of closets, huge private patio!",http://cleveland.craigslist.org/apa/4955719404.html,$545,fqmkk-4955719404@hous.craigslist.org,4955719404, (Elyria),2015-03-30 10:32,/ 1br - 620ft
Amazing TOTALLY Upgraded Larchmere 3BR/2BA/LR/DR/Decorator Model Unit,http://cleveland.craigslist.org/apa/4911841162.html,$809,xq2nd-4911841162@hous.craigslist.org,4911841162, (Cleveland (Larchmere/Shaker Square),2015-03-30 10:37,/ 3br - 
Huge Duplex in South Tremont,http://cleveland.craigslist.org/apa/4955755150.html,$1250,wckth-4955755150@hous.craigslist.org,4955755150, (Tremont),2015-03-30 10:39,/ 3br - 1600ft
"LAST ONE AVAILABLE! GORGEOUS, MOVE IN READY TWO BEDROOM! MUST SEE!",http://cleveland.craigslist.org/apa/4955756286.html,$635,pfw9m-4955756286@hous.craigslist.org,4955756286, (Amherst schools!),2015-03-30 10:39,/ 2br - 752ft
Beautiful Custom Built Home w In Law Suite,http://cleveland.craigslist.org/apa/4948799051.html,$1995,d2nf6-4948799051@hous.craigslist.org,4948799051, (Mt. Vernon),2015-03-30 10:39,/ 5br - 2400ft
"Two Bedroom, Two Bath! Best Choice! Better Living!",http://cleveland.craigslist.org/apa/4955678353.html,$955,pzn3f-4955678353@hous.craigslist.org,4955678353, (Westlake),2015-03-30 10:41,/ 2br - 1000ft
"BEAUTIFUL, STUNNING ONE BEDROOM AT VENTURA APARTMENTS - MUST SEE!",http://cleveland.craigslist.org/apa/4955743367.html,$570,h9vfk-4955743367@hous.craigslist.org,4955743367," (Lorain, OH)",2015-03-30 10:42,/ 1br - 673ft
"2 bedroom, washer/dryer hookup",http://cleveland.craigslist.org/apa/4955763325.html,$650,bbzkk-4955763325@hous.craigslist.org,4955763325, (Painesville/Lake County),2015-03-30 10:43,/ 2br - 
3 BR Single Family Home- West Side Suburb,http://cleveland.craigslist.org/apa/4955766504.html,$1000,d2spf-4955766504@hous.craigslist.org,4955766504, (Brook Park),2015-03-30 10:45,/ 3br - 
3 Bedroom Apartment Lakewood Free Parking *,http://cleveland.craigslist.org/apa/4955767840.html,$775,sgdpq-4955767840@hous.craigslist.org,4955767840, (Lakewood),2015-03-30 10:46,/ 3br - 
ENJOY THE SPRING WEATHER ON YOUR PRIVATE BALCONY AT NANTUCKET COVE!,http://cleveland.craigslist.org/apa/4955754618.html,$520,madisonsquare@neatsuites.com,4955754618," (Lorain, OH)",2015-03-30 10:47,/ 1br - 585ft
HUGE BRICK HOUSE WITH LARGE BACKYARD AND ATTACHED GARAGE,http://cleveland.craigslist.org/apa/4949034474.html,$895,gggtg-4949034474@hous.craigslist.org,4949034474, (ABBY),2015-03-30 10:51,/ 3br - 1470ft
"2 bedroom duplex, upstairs",http://cleveland.craigslist.org/apa/4955776198.html,$600,dqvj7-4955776198@hous.craigslist.org,4955776198, (Painesville/Lake County),2015-03-30 10:51,/ 2br - 
